ID,Pillar,Track,Hook,Concept,Script,Seedance Prompt,Status,Video URL,iZop Caption,Guy Caption,Hashtags,UTM Campaign,Scheduled Date,Slot Time,Platforms Posted,Series
48,Persona Callouts,A,SMMs: 5 tabs to 1 chat.,freelance SMM 5 tabs to 1 chat,"Freelance social media managers: five tabs, one client, one headache. iZop AI replaces the scheduler, inbox, analytics, and AI writer. One login. All clients. Less burnout.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen closing five browser tabs one by one, opening single iZop chat, relief expression. Subject still or slow natural movement only. Camera: slow dolly in toward desk cleanup. Expression: closing tabs methodically. Lighting: monitor glow reducing to single clean screen.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: single chat open, satisfied lean back.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: freelancer confidence. Lighting: monitor glow reducing to single clean screen.

Audio: tab close clicks, relief exhale, no music, clear dialogue space.
Style: freelancer productivity cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"SMMs: 5 tabs to 1 chat.

One tool replaces scheduler, inbox, analytics, and AI writer.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=personas

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: freelance SMM 5 tabs to 1 chat
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,personas,2026-07-24,18:00 ET,,personas
49,Persona Callouts,A,"Founders: build product, not posts.",startup founder building product not posts,"Startup founders: build the product, not the posts. iZop AI is the social media manager I wish I had when I started. I built it. Now you can use it free.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen coding at standing desk, dual monitors with code, energy drink, builder focus. Subject still or slow natural movement only. Camera: slow dolly out revealing startup workspace. Expression: deep builder focus on code. Lighting: cool developer screen glow.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: turns to camera, founder passion.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: determined nod. Lighting: cool developer screen glow.

Audio: keyboard typing, startup energy, no music, clear dialogue space.
Style: startup builder cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Founders: build product, not posts.

Built by a founder who hated scheduling — try free at izop.ai.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=personas

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: startup founder building product not posts
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,personas,2026-07-25,09:00 ET,,personas
50,Persona Callouts,A,"Real estate: open house, listing posted.",real estate agent at open house,"Real estate agents: at the open house, your listing post just went live on Instagram and Facebook. iZop AI scheduled it yesterday. Show homes. Let iZop show your listings.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen welcoming clients at open house, for-sale sign visible, professional warm greeting. Subject still or slow natural movement only. Camera: slow dolly out revealing open house entrance. Expression: welcoming clients warmly. Lighting: bright natural home lighting, welcoming.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: quick turn to camera, professional smile.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident agent nod. Lighting: bright natural home lighting, welcoming.

Audio: door opening, friendly greeting, no music, clear dialogue space.
Style: real estate professional cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Real estate: open house, listing posted.

Auto-schedule listing posts to Instagram and Facebook.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=personas

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: real estate agent at open house
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,personas,2026-07-25,18:00 ET,,personas
51,Absurdist Hooks,A,iZop serves your posts on a silver tray.,iZop as tuxedo butler serving posts on silver tray,"If your social media manager was a butler. iZop AI serves scheduled posts, drafted replies, and analytics on demand. Tuxedo optional. Free plan available.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen elegant tuxedo butler figure presenting silver tray with glowing post cards to Guy who selects one casually. Subject still or slow natural movement only. Camera: slow dolly out revealing butler presentation. Expression: amused at butler presentation. Lighting: warm chandelier glow, silver tray gleam.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow orbit 25° around tray. Expression: selects post from tray, casual elegance.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static on Guy's amused face. Expression: delighted smirk. Lighting: warm chandelier glow, silver tray gleam.

Audio: classical subtle undertone, tray presentation, no music, clear dialogue space.
Style: luxury absurdist cinematic, Wes Anderson precision.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"iZop serves your posts on a silver tray.

Premium AI social media management — scheduling, replies, analytics on demand.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: iZop as tuxedo butler serving posts on silver tray
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-26,09:00 ET,,absurdist
52,Absurdist Hooks,A,You vs the 8-platform hydra.,you vs 8-headed platform hydra battle,You versus the eight-platform hydra. Instagram. TikTok. YouTube. Facebook. X. LinkedIn. Threads. Pinterest. One head at a time? Exhausting. One chat with iZop? Done.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen confident battle stance facing visual metaphor of eight-headed hydra with platform logos on each head. Subject still or slow natural movement only. Camera: slow crane up revealing hydra scale. Expression: determined battle stance. Lighting: dramatic underlighting, platform logo glow on hydra heads.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in, low hero angle. Expression: hydra defeated, victory pose.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: confident smirk to camera. Lighting: dramatic underlighting, platform logo glow on hydra heads.

Audio: epic tension, then victory fanfare subtle, no music, clear dialogue space.
Style: epic fantasy cinematic, Marvel scale.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"You vs the 8-platform hydra.

Conquer all 8 platforms from one conversation.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: you vs 8-headed platform hydra battle
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-26,18:00 ET,,absurdist
53,Absurdist Hooks,A,$4K/mo SMM vs $19/mo iZop.,hire SMM 4K vs iZop 19 scale,Hire a social media manager: four thousand a month. iZop AI Starter plan: nineteen dollars. Schedule unlimited posts. Unlimited AI messages. Eight platforms. You do the math.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen standing between two scales: left heavy with money for SMM hire, right light with iZop logo, pointing to right. Subject still or slow natural movement only. Camera: slow dolly out revealing balance scale. Expression: dramatic scale comparison gesture. Lighting: dramatic side lighting, scale spotlight.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: points to iZop side confidently.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: eyebrow raise challenge. Lighting: dramatic side lighting, scale spotlight.

Audio: scale creak, coin drop, no music, clear dialogue space.
Style: infomercial absurdist cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"$4K/mo SMM vs $19/mo iZop.

Starter plan at $19/mo — unlimited posts and AI messages.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: hire SMM 4K vs iZop 19 scale
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-27,09:00 ET,,absurdist
54,Absurdist Hooks,A,I don't manage socials. I talk to them.,I don't manage socials I talk to them,"I don't manage social media. I talk to it. Hey iZop, what performed best this week? Schedule my posts. Reply to comments. That's the whole job. Stop managing. Start talking.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen casually chatting with phone held like a coffee cup, leaning against wall, completely relaxed. Subject still or slow natural movement only. Camera: slow tracking shot along wall lean. Expression: casual wall lean, phone chat. Lighting: golden hour warm street light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: direct eye contact, conversational warmth.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: tagline delivery smirk. Lighting: golden hour warm street light.

Audio: city ambience, casual conversation tone, no music, clear dialogue space.
Style: street style cinematic UGC.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"I don't manage socials. I talk to them.

Chat-first social media management — the core iZop experience.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: I don't manage socials I talk to them
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-27,18:00 ET,,absurdist
55,Absurdist Hooks,A,POV: notification sounds stopped forever.,POV notification sound stops forever,POV: you discovered you can talk to your social media instead of drowning in it. Notifications handled. Posts scheduled. Comments replied. Silence. Try iZop free.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen POV style putting phone on table, notification sounds visually dissolving into silence, deep exhale. Subject still or slow natural movement only. Camera: slow dolly out from POV phone placement. Expression: tension release, phone placed down. Lighting: soft peaceful natural light.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: eyes closed, peaceful exhale.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: blissful smile. Lighting: soft peaceful natural light.

Audio: notification pings fading to complete silence, no music, clear dialogue space.
Style: POV cinematic ASMR satisfying.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"POV: notification sounds stopped forever.

End notification anxiety — iZop handles inbox and scheduling.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: POV notification sound stops forever
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-28,09:00 ET,,absurdist
56,Absurdist Hooks,A,Thanos snap for social tasks.,Thanos snap half your tasks vanish,Imagine snapping away half your social media tasks. Scheduling? Gone. Bulk replies? Handled. Analytics confusion? Plain English now. iZop AI. Inevitable.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen dramatic snap gesture, visual metaphor of half the floating social media task icons dissolving to dust. Subject still or slow natural movement only. Camera: slow dolly out revealing task icons floating. Expression: dramatic snap moment. Lighting: purple infinity glow, dust particle effects.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: watches tasks dissolve, satisfied.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: inevitable smirk. Lighting: purple infinity glow, dust particle effects.

Audio: snap echo, dust dissolve whisper, no music, clear dialogue space.
Style: pop culture absurdist cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Thanos snap for social tasks.

Eliminate half your social media workload instantly.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: Thanos snap half your tasks vanish
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-28,18:00 ET,,absurdist
57,Absurdist Hooks,A,Past you panicking. Present you chill.,time machine past you panicking present you chill,Past you: Sunday panic scheduling. Present you: iZop AI handles it in one chat on Friday. Time travel not required. Just sign up free at izop.ai.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen split scene: past self frantically scheduling, present self relaxed with coffee watching past self through time portal. Subject still or slow natural movement only. Camera: slow dolly out revealing time split. Expression: past panic vs present calm contrast. Lighting: past side harsh stress, present side warm calm.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in on present calm side. Expression: present self direct eye contact, amused.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: sympathetic smirk at past self. Lighting: past side harsh stress, present side warm calm.

Audio: time warp whoosh, calm present tone, no music, clear dialogue space.
Style: sci-fi split-screen cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Past you panicking. Present you chill.

End the Sunday scheduling panic — forever.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: time machine past you panicking present you chill
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-29,09:00 ET,,absurdist
58,Absurdist Hooks,A,Clone army still can't keep up.,clone army of you still can't keep up,"Even a clone army of you couldn't manage eight platforms, reply to every comment, and analyze performance. One iZop AI can. Stop cloning yourself. Start delegating.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen surrounded by multiple clones all frantically on phones, all failing, original Guy calmly walks through. Subject still or slow natural movement only. Camera: slow crane up revealing clone army chaos. Expression: calm walk through clone chaos. Lighting: clinical bright with clone chaos.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow dolly in on calm original. Expression: stops, direct eye contact.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: knowing head shake. Lighting: clinical bright with clone chaos.

Audio: multiplied notification chaos then silence, no music, clear dialogue space.
Style: surreal sci-fi cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Clone army still can't keep up.

One AI replaces an impossible workload.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: clone army of you still can't keep up
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-29,18:00 ET,,absurdist
59,Absurdist Hooks,A,Emperor says no to manual scheduling.,Roman emperor thumbs-down to manual scheduling,"The emperor has spoken: manual scheduling is denied. iZop AI schedules, replies, and reports across all platforms. The people rejoice. Free to start.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen seated as Roman emperor on throne, dramatic thumbs-down to scroll labeled manual scheduling. Subject still or slow natural movement only. Camera: slow dolly out revealing throne room. Expression: dramatic emperor thumbs-down. Lighting: dramatic torch and sunbeam lighting.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, low angle hero. Expression: approves iZop scroll instead, nod.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: imperial satisfaction. Lighting: dramatic torch and sunbeam lighting.

Audio: crowd murmur, dramatic rejection, no music, clear dialogue space.
Style: historical epic absurdist cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Emperor says no to manual scheduling.

Reject manual scheduling — automate with iZop AI.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: Roman emperor thumbs-down to manual scheduling
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-30,09:00 ET,,absurdist
60,Absurdist Hooks,A,Social media is your needy ex.,social media as needy ex texting constantly,"Social media texting you at 11pm? Needy ex energy. iZop AI handles the relationship for you. Posts, replies, analytics — it manages the needy platforms. You live your life.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen phone buzzing nonstop with needy text notifications, then blocking and peace. Subject still or slow natural movement only. Camera: slow dolly in toward buzzing phone. Expression: annoyed at constant buzzing. Lighting: annoying phone flash then peaceful dim.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: delegates to iZop, peace returns.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: liberation smile. Lighting: annoying phone flash then peaceful dim.

Audio: constant text buzz then blissful silence, no music, clear dialogue space.
Style: relatable comedy cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Social media is your needy ex.

Delegate the needy platform management to iZop AI.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=absurdist

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: social media as needy ex texting constantly
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,absurdist,2026-07-30,18:00 ET,,absurdist
61,Before After,A,Monday chaos vs Friday calm.,Monday desk chaos to Friday clean calm,"Monday: desk chaos, 200 unread comments, blank content calendar. Friday: iZop AI handled everything. Inbox zero. Week scheduled. Analytics reviewed. Same desk. Different life.","9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen split transition: Monday messy desk stress morphs to Friday clean organized calm. Subject still or slow natural movement only. Camera: slow dolly out revealing desk transformation. Expression: Monday stress vs Friday calm. Lighting: Monday harsh fluorescent to Friday warm golden.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: Friday calm direct eye contact.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: satisfied exhale smile. Lighting: Monday harsh fluorescent to Friday warm golden.

Audio: stress sounds transitioning to calm, no music, clear dialogue space.
Style: transformation cinematic before-after.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Monday chaos vs Friday calm.

Transform your weekly social media workflow in one conversation.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=before_after

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: Monday desk chaos to Friday clean calm
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,before_after,2026-07-31,09:00 ET,,before_after
62,Before After,A,Gray hair from comments to relaxed smile.,gray hair from comments to relaxed smile,Comments giving you gray hair? iZop AI bulk-replies in your brand voice. Hundreds of replies. Minutes of work. Your hair and your sanity say thank you.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen touching gray stress hair, then color returns and relaxed smile as iZop handles comments. Subject still or slow natural movement only. Camera: slow dolly in toward mirror. Expression: stressed mirror reflection. Lighting: harsh stress lighting to warm relief.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, eye-level. Expression: transformation moment, relief.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: relaxed confident smile. Lighting: harsh stress lighting to warm relief.

Audio: stress sigh to relief exhale, no music, clear dialogue space.
Style: transformation mirror cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Gray hair from comments to relaxed smile.

Bulk-reply eliminates comment-section stress.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=before_after

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: gray hair from comments to relaxed smile
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,before_after,2026-07-31,18:00 ET,,before_after
63,Before After,A,Flat analytics to hockey stick.,flat analytics to hockey-stick growth,Flat analytics? Ask iZop what worked and why. Act on plain-English insights. Consistent posting from one chat. That's how flat lines become hockey sticks.,"9:16 vertical cinematic short-form ad, 12 seconds, shallow depth of field, 35mm film grain.

Reference: Guy Kogen personal avatar — consistent face identity, short dark hair, casual smart attire.

[0:00-0:03] Wide establishing shot: Guy Kogen pointing at flat analytics graph that transforms into hockey stick growth curve. Subject still or slow natural movement only. Camera: slow dolly out revealing analytics screen. Expression: disappointed at flat line. Lighting: flat blue screen glow to green growth glow.

[0:03-0:08] Medium close-up: Guy speaks directly to lens, subtle natural head tilt, one hand relaxed gesture. Camera: smooth gimbal slow push-in, over-shoulder. Expression: watches curve rise, excitement builds.

[0:08-0:12] Extreme close-up on face. Camera: locked-off static. Expression: triumphant smile. Lighting: flat blue screen glow to green growth glow.

Audio: data processing to success chime, no music, clear dialogue space.
Style: data transformation cinematic.
Constraints: stable face identity, no warped hands, no jitter, no morphing background, lip-sync ready, no text overlays.",pending,,"Flat analytics to hockey stick.

Actionable analytics insights drive real growth.

Stop managing social media. Start talking to it.
Try free → https://izop.ai?utm_source={platform}&utm_medium=izop_brand&utm_campaign=before_after

#socialmediamanager #aicontent #contentcreator #smallbusiness #izopai","I made this AI video in under 5 minutes.

The concept: flat analytics to hockey-stick growth
The tool I use to post everywhere: iZop AI (link in bio)

Want the full Seedance prompt? Comment ""PROMPT""

#seedance #aivideo #contentcreation #buildinpublic #socialmediatips",#izopai #seedance #aivideo #socialmediamanager #contentcreator,before_after,2026-08-01,09:00 ET,,before_after
